Mt,Mh_calc,Stability,S_approx
229.25,148.5,3,11.7285
229.25,148.75,3,11.7324
229.25,149,3,11.7362
229.25,149.25,3,11.7401
229.25,149.5,3,11.744
229.25,149.75,3,11.748
229.25,150,3,11.7519
229.25,150.25,3,11.7558
229.25,150.5,3,11.7598
229.25,150.75,3,11.7638
229.25,151,3,11.7677
229.25,151.25,3,11.7717
229.25,151.5,3,11.7757
229.25,151.75,3,11.7797
229.25,152,3,11.7838
229.25,152.25,3,11.7878
229.25,152.5,3,11.7918
229.25,152.75,3,11.7959
229.25,153,3,11.8
229.25,153.25,3,11.8041
229.25,153.5,3,11.8082
229.25,153.75,3,11.8123
229.25,154,3,11.8164
229.25,154.25,3,11.8205
229.25,154.5,3,11.8247
229.25,154.75,3,11.8288
229.25,155,3,11.833
229.25,155.25,3,11.8372
229.25,155.5,3,11.8414
229.25,155.75,3,11.8456
229.25,156,3,11.8498
229.25,156.25,3,11.854
229.25,156.5,3,11.8583
229.25,156.75,3,11.8625
229.25,157,3,11.8668
229.25,157.25,3,11.8711
229.25,157.5,3,11.8754
229.25,157.75,3,11.8797
229.25,158,3,11.884
229.25,158.25,3,11.8884
229.25,158.5,3,11.8927
229.25,158.75,3,11.8971
229.25,159,3,11.9015
229.25,159.25,3,11.9058
229.25,159.5,3,11.9102
229.25,159.75,3,11.9147
229.25,160,3,11.9191
229.25,160.25,3,11.9235
229.25,160.5,3,11.928
229.25,160.75,3,11.9325
229.25,161,3,11.9369
229.25,161.25,3,11.9414
229.25,161.5,3,11.946
229.25,161.75,3,11.9505
229.25,162,3,11.955
229.25,162.25,3,11.9596
229.25,162.5,3,11.9641
229.25,162.75,3,11.9687
229.25,163,3,11.9733
229.25,163.25,3,11.9779
229.25,163.5,3,11.9826
229.25,163.75,3,11.9872
229.25,164,3,11.9919
229.25,164.25,3,11.9965
229.25,164.5,3,12.0012
229.25,164.75,3,12.0059
229.25,165,3,12.0106
229.25,165.25,3,12.0153
229.25,165.5,3,12.0201
229.25,165.75,3,12.0249
229.25,166,3,12.0296
229.25,166.25,3,12.0344
229.25,166.5,3,12.0392
229.25,166.75,3,12.044
229.25,167,3,12.0489
229.25,167.25,3,12.0537
229.25,167.5,3,12.0586
229.25,167.75,3,12.0635
229.25,168,3,12.0684
229.25,168.25,3,12.0733
229.25,168.5,3,12.0782
229.25,168.75,3,12.0832
229.25,169,3,12.0881
229.25,169.25,3,12.0931
229.25,169.5,3,12.0981
229.25,169.75,3,12.1031
229.25,170,3,12.1081
229.25,170.25,3,12.1132
229.25,170.5,3,12.1182
229.25,170.75,3,12.1233
