Mt,Mh_calc,Stability,S_exact,S_approx
172.75,77.25,3,283.941,283.98
172.75,77.5,3,284.772,284.811
172.75,77.75,3,285.611,285.65
172.75,78,3,286.459,286.498
172.75,78.25,3,287.315,287.354
172.75,78.5,3,288.181,288.219
172.75,78.75,3,289.055,289.093
172.75,79,3,289.938,289.977
172.75,79.25,3,290.831,290.869
172.75,79.5,3,291.733,291.771
172.75,79.75,3,292.644,292.682
172.75,80,3,293.565,293.603
172.75,80.25,3,294.496,294.534
172.75,80.5,3,295.437,295.475
172.75,80.75,3,296.388,296.425
172.75,81,3,297.349,297.386
172.75,81.25,3,298.32,298.357
172.75,81.5,3,299.302,299.339
172.75,81.75,3,300.295,300.332
172.75,82,3,301.299,301.335
172.75,82.25,3,302.313,302.35
172.75,82.5,3,303.339,303.375
172.75,82.75,3,304.376,304.412
172.75,83,3,305.425,305.461
172.75,83.25,3,306.485,306.521
172.75,83.5,3,307.558,307.593
172.75,83.75,3,308.642,308.678
172.75,84,3,309.739,309.774
172.75,84.25,3,310.848,310.884
172.75,84.5,3,311.971,312.006
172.75,84.75,3,313.106,313.14
172.75,85,3,314.254,314.288
172.75,85.25,3,315.416,315.45
172.75,85.5,3,316.591,316.625
172.75,85.75,3,317.78,317.814
172.75,86,3,318.983,319.017
172.75,86.25,3,320.201,320.234
172.75,86.5,3,321.433,321.466
172.75,86.75,3,322.68,322.712
172.75,87,3,323.942,323.974
172.75,87.25,3,325.219,325.251
172.75,87.5,3,326.512,326.544
172.75,87.75,3,327.821,327.853
172.75,88,3,329.146,329.178
172.75,88.25,3,330.488,330.519
172.75,88.5,3,331.846,331.877
172.75,88.75,3,333.222,333.252
172.75,89,3,334.615,334.645
172.75,89.25,3,336.026,336.055
172.75,89.5,3,337.454,337.484
172.75,89.75,3,338.902,338.93
172.75,90,3,340.367,340.396
172.75,90.25,3,341.852,341.881
172.75,90.5,3,343.357,343.385
172.75,90.75,3,344.881,344.909
172.75,91,3,346.426,346.453
172.75,91.25,3,347.992,348.019
172.75,91.5,3,349.578,349.605
172.75,91.75,3,351.186,351.212
172.75,92,3,352.816,352.842
172.75,92.25,3,354.468,354.494
172.75,92.5,3,356.144,356.169
172.75,92.75,3,357.842,357.867
172.75,93,3,359.564,359.588
172.75,93.25,3,361.311,361.335
172.75,93.5,3,363.082,363.106
172.75,93.75,3,364.879,364.902
172.75,94,3,366.702,366.724
172.75,94.25,3,368.551,368.572
172.75,94.5,3,370.427,370.448
172.75,94.75,3,372.331,372.351
172.75,95,3,374.262,374.283
172.75,95.25,3,376.223,376.243
172.75,95.5,3,378.214,378.232
172.75,95.75,3,380.234,380.252
172.75,96,3,382.285,382.303
172.75,96.25,3,384.368,384.385
172.75,96.5,3,386.483,386.5
172.75,96.75,3,388.631,388.647
172.75,97,3,390.813,390.829
172.75,97.25,3,393.03,393.045
172.75,97.5,3,395.282,395.296
172.75,97.75,3,397.57,397.584
172.75,98,3,399.896,399.909
172.75,98.25,3,402.26,402.272
172.75,98.5,3,404.663,404.674
172.75,98.75,3,407.106,407.116
172.75,99,3,409.59,409.599
172.75,99.25,3,412.116,412.124
172.75,99.5,3,414.685,414.693
172.75,99.75,3,417.298,417.306
172.75,100,3,419.957,419.964
172.75,100.25,3,422.663,422.669
172.75,100.5,3,425.417,425.421
172.75,100.75,3,428.22,428.223
172.75,101,2,431.073,431.076
172.75,101.25,2,433.979,433.981
172.75,101.5,2,436.938,436.938
172.75,101.75,2,439.951,439.951
172.75,102,2,443.022,443.02
